Fecha,Hora,Noroeste Ozono,Noroeste dióxido de azufre,Noroeste dióxido de nitrógeno,Noroeste monóxido de carbono,Noroeste PM10,Noreste Ozono,Noreste dióxido de azufre,Noreste dióxido de nitrógeno,Noreste monóxido de carbono,Noreste PM10,Centro Ozono,Centro dióxido de azufre,Centro dióxido de nitrógeno,Centro monóxido de carbono,Centro PM10,Suroeste Ozono,Suroeste dióxido de azufre,Suroeste dióxido de nitrógeno,Suroeste monóxido de carbono,Suroeste PM10,Sureste Ozono,Sureste dióxido de azufre,Sureste dióxido de nitrógeno,Sureste monóxido de carbono,Sureste PM10
01/01/2007,1,9,14,17,16,88,10,9,14,20,63,7,6,13,20,29,6,4,13,18,34,5,5,14,23,38
01/01/2007,2,9,18,16,16,92,6,11,11,20,63,2,9,17,20,33,5,6,16,17,40,7,5,14,22,41
01/01/2007,3,9,21,16,15,95,11,12,13,19,64,2,13,16,20,36,5,8,15,17,43,8,6,15,20,44
01/01/2007,4,11,23,13,14,97,11,14,13,17,66,2,15,15,20,38,12,9,13,15,44,6,8,14,19,46
01/01/2007,5,11,25,11,12,99,12,15,10,15,67,3,17,12,20,39,14,11,10,14,45,5,9,12,16,48
01/01/2007,6,12,26,9,10,100,13,15,8,13,68,5,18,9,19,40,13,12,10,12,46,5,10,11,14,51
01/01/2007,7,13,27,9,8,101,11,16,10,12,68,4,18,11,19,41,13,12,9,11,48,5,11,11,12,54
01/01/2007,8,12,27,9,7,102,7,16,9,11,68,3,19,11,18,41,11,13,8,9,48,5,12,11,9,56
01/01/2007,9,12,27,9,7,102,6,16,7,10,67,2,19,10,18,40,11,14,7,8,48,10,12,10,8,58
01/01/2007,10,15,27,10,7,100,16,16,7,10,63,5,20,10,18,40,16,14,6,7,49,16,12,10,7,58
01/01/2007,11,23,27,10,7,66,33,16,7,9,61,14,20,10,18,42,25,15,9,7,51,31,13,10,6,59
01/01/2007,12,38,27,16,7,58,55,16,9,9,60,31,20,13,18,43,41,15,10,7,52,55,13,14,6,61
01/01/2007,13,60,27,14,7,60,73,16,8,9,61,54,21,14,18,44,66,15,12,8,53,75,14,20,7,63
01/01/2007,14,60,28,15,8,53,77,16,9,9,61,73,21,14,18,46,83,15,13,8,54,88,14,20,7,64
01/01/2007,15,80,28,17,8,53,83,16,9,10,63,82,21,12,18,48,86,16,10,8,56,94,14,16,8,65
01/01/2007,16,78,28,14,8,54,52,17,10,10,65,54,21,10,18,48,69,16,6,8,56,55,14,5,7,65
01/01/2007,17,58,32,11,9,54,42,17,12,10,65,35,22,13,18,48,49,16,6,8,56,49,14,4,7,64
01/01/2007,18,46,35,15,9,56,33,18,13,10,65,32,23,19,18,50,46,16,13,8,56,43,14,6,6,65
01/01/2007,19,26,35,19,9,58,23,20,14,10,66,21,25,22,19,52,32,18,23,9,58,25,16,29,8,66
01/01/2007,20,15,36,14,9,58,19,21,13,11,66,9,25,18,19,53,23,18,26,10,59,18,17,29,9,66
01/01/2007,21,9,36,16,9,58,15,21,14,11,66,2,26,17,19,53,17,20,22,10,59,8,18,18,9,66
01/01/2007,22,8,36,16,9,58,10,21,15,11,66,1,27,17,20,53,11,22,20,10,59,10,19,18,10,63
01/01/2007,23,9,33,15,9,56,6,21,14,12,63,1,27,17,20,53,4,23,18,10,58,5,20,17,10,61
01/01/2007,24,8,32,16,9,54,1,22,12,12,59,1,27,16,20,53,4,25,18,11,58,5,22,18,12,58
02/01/2007,1,8,31,16,10,53,3,22,13,12,56,2,26,15,20,51,5,25,18,12,55,5,20,14,13,55
02/01/2007,2,8,28,14,10,51,8,19,13,12,53,2,22,15,20,48,6,22,16,12,49,5,19,12,13,52
02/01/2007,3,8,27,13,10,49,7,18,13,12,52,2,19,13,20,44,12,21,10,12,47,6,18,10,12,48
02/01/2007,4,8,25,12,10,48,20,16,12,11,49,1,16,11,20,42,6,19,12,11,45,7,16,9,10,47
02/01/2007,5,8,25,12,10,48,14,15,11,11,48,1,15,11,19,40,5,18,12,10,43,5,15,11,9,45
02/01/2007,6,7,24,11,10,47,7,15,12,10,48,2,15,11,19,39,6,18,12,10,43,5,15,11,9,44
02/01/2007,7,8,23,12,12,47,4,15,12,11,48,2,14,13,19,38,5,17,12,10,42,5,15,12,10,43
02/01/2007,8,8,23,12,14,49,15,16,11,12,51,2,14,15,21,39,4,17,13,11,43,5,15,15,12,43
02/01/2007,9,8,23,14,16,51,11,17,14,13,53,3,15,21,23,39,9,17,18,12,43,6,15,19,14,43
02/01/2007,10,15,23,21,18,53,12,17,22,15,57,5,15,33,26,40,14,16,26,13,43,14,15,31,18,43
02/01/2007,11,25,24,31,20,56,28,18,23,16,59,11,15,49,29,40,29,16,31,15,44,25,15,39,21,43
02/01/2007,12,29,24,41,21,58,41,18,19,17,60,24,15,26,32,40,41,16,38,17,43,39,15,38,23,44
02/01/2007,13,49,25,37,21,58,46,18,10,17,59,39,15,18,33,38,57,16,31,17,43,55,15,29,25,43
02/01/2007,14,55,25,23,23,57,48,18,10,17,58,46,15,17,33,37,55,15,22,18,42,40,14,10,24,43
02/01/2007,15,48,25,12,23,56,37,18,8,16,58,27,15,8,33,36,50,15,4,17,41,36,14,3,21,42
02/01/2007,16,33,24,9,20,55,42,17,9,14,58,22,15,10,31,36,38,15,4,15,41,37,14,4,18,43
02/01/2007,17,33,22,11,17,54,41,17,8,12,56,21,15,11,28,36,39,15,6,13,40,37,14,5,14,43
02/01/2007,18,27,20,14,16,53,31,16,10,10,54,18,13,14,25,33,38,15,8,11,39,31,14,9,11,42
02/01/2007,19,14,18,18,15,52,22,15,17,10,53,9,11,19,23,32,34,14,11,10,37,26,12,11,8,39
02/01/2007,20,8,18,22,15,53,20,16,18,11,53,5,10,21,22,31,32,12,14,8,35,19,10,16,6,37
02/01/2007,21,5,18,23,17,55,16,16,17,12,55,3,9,22,22,30,29,12,17,8,35,15,9,21,5,37
02/01/2007,22,6,18,25,19,58,15,16,25,14,59,2,9,22,24,30,24,10,18,9,35,11,8,19,6,37
02/01/2007,23,5,20,20,19,58,5,19,20,17,63,2,10,24,26,33,15,8,20,11,34,9,8,19,9,37
02/01/2007,24,5,19,18,19,58,2,22,19,19,66,2,12,22,27,34,14,7,20,13,34,13,7,20,15,37
03/01/2007,1,5,18,17,20,57,2,22,17,22,68,2,12,20,28,35,15,6,19,15,33,12,8,21,19,38
03/01/2007,2,5,18,16,20,57,2,22,14,23,71,2,14,19,28,38,7,6,18,16,31,20,10,17,22,40
03/01/2007,3,5,18,14,19,55,2,21,13,24,73,2,15,17,28,39,6,6,17,18,31,11,11,17,23,42
03/01/2007,4,5,18,14,18,54,2,21,14,25,74,2,15,16,28,40,9,6,17,19,33,15,12,15,23,43
03/01/2007,5,5,17,13,16,53,3,20,11,25,75,2,16,15,28,41,15,7,15,20,33,14,13,15,24,44
03/01/2007,6,5,17,13,15,53,9,19,10,21,76,2,16,14,26,41,17,7,16,20,34,11,14,17,24,46
03/01/2007,7,8,17,15,16,53,16,18,12,21,77,2,16,16,25,42,15,7,15,20,34,5,15,17,24,47
03/01/2007,8,6,17,14,18,51,8,18,12,22,77,2,17,17,27,43,16,8,18,21,36,5,14,18,25,48
03/01/2007,9,5,18,20,21,50,5,17,17,23,77,3,17,24,29,43,14,8,22,21,37,6,14,19,25,49
03/01/2007,10,9,19,26,25,50,10,17,34,25,78,4,16,33,32,43,24,8,31,22,38,10,13,23,24,48
03/01/2007,11,15,19,37,27,48,24,17,42,26,74,8,16,38,35,41,18,8,39,22,38,18,13,40,26,48
03/01/2007,12,25,19,49,28,46,33,18,26,27,72,17,16,29,36,40,37,8,35,22,38,29,13,39,28,47
03/01/2007,13,45,20,49,28,44,38,18,24,27,73,27,17,30,36,39,63,8,30,22,38,40,13,38,30,47
03/01/2007,14,67,20,29,27,44,40,18,14,25,73,44,18,20,37,,70,8,25,22,38,43,13,10,28,47
03/01/2007,15,53,20,25,25,44,43,18,8,24,73,35,18,13,37,,73,8,5,20,38,41,14,4,25,47
03/01/2007,16,38,20,12,22,44,35,18,7,22,73,25,18,10,34,40,36,8,5,17,38,39,14,8,19,47
