Fecha,Hora,Noroeste Ozono,Noroeste dióxido de azufre,Noroeste dióxido de nitrógeno,Noroeste monóxido de carbono,Noroeste PM10,Noreste Ozono,Noreste dióxido de azufre,Noreste dióxido de nitrógeno,Noreste monóxido de carbono,Noreste PM10,Centro Ozono,Centro dióxido de azufre,Centro dióxido de nitrógeno,Centro monóxido de carbono,Centro PM10,Suroeste Ozono,Suroeste dióxido de azufre,Suroeste dióxido de nitrógeno,Suroeste monóxido de carbono,Suroeste PM10,Sureste Ozono,Sureste dióxido de azufre,Sureste dióxido de nitrógeno,Sureste monóxido de carbono,Sureste PM10,,,,,
01/01/2010,1,5,8,22,16,61,14,6,27,14,89,2,6,27,14,50,5,6,26,17,46,7,5,25,21,52,,,,,
01/01/2010,2,8,8,22,17,66,18,6,26,15,92,4,7,24,14,52,6,7,23,17,53,6,5,23,23,52,,,,,
01/01/2010,3,15,8,24,18,72,26,6,16,14,95,5,7,21,14,55,15,7,20,17,60,7,5,21,24,53,,,,,
01/01/2010,4,23,8,21,18,80,29,6,16,13,95,22,7,11,13,58,16,7,17,15,64,16,5,14,22,55,,,,,
01/01/2010,5,22,10,19,19,85,30,6,10,12,94,20,7,10,12,60,20,7,16,15,67,18,5,13,21,55,,,,,
01/01/2010,6,20,10,12,18,89,27,6,5,11,93,15,7,11,11,59,16,8,12,14,68,23,5,10,18,54,,,,,
01/01/2010,7,23,10,8,16,89,28,6,5,10,92,15,7,8,10,61,18,8,8,12,70,23,5,10,16,57,,,,,
01/01/2010,8,21,10,8,15,88,26,5,7,9,88,14,7,10,9,61,20,8,5,10,71,17,5,10,12,57,,,,,
01/01/2010,9,24,10,8,13,86,26,5,5,8,83,18,7,8,8,60,25,7,5,7,70,20,5,9,9,57,,,,,
01/01/2010,10,31,10,4,11,84,33,5,5,7,78,27,6,5,7,58,29,7,4,5,68,27,5,5,6,54,,,,,
01/01/2010,11,38,10,5,9,81,37,5,5,6,76,33,6,4,6,55,37,7,3,4,67,35,5,7,4,53,,,,,
01/01/2010,12,45,9,4,7,78,44,5,5,6,73,39,6,6,6,52,42,7,4,3,65,40,5,8,4,51,,,,,
01/01/2010,13,48,9,5,6,78,44,5,6,5,71,42,6,7,6,50,46,6,5,2,64,45,5,9,3,49,,,,,
01/01/2010,14,57,9,6,5,77,44,5,4,5,70,50,6,7,6,49,56,6,5,2,63,55,5,8,3,48,,,,,
01/01/2010,15,67,9,7,5,75,46,5,6,5,68,56,6,7,6,49,65,6,5,2,62,65,5,9,4,48,,,,,
01/01/2010,16,75,9,7,5,74,55,5,5,5,68,63,6,9,6,49,74,6,6,2,60,73,5,10,4,48,,,,,
01/01/2010,17,73,9,10,5,73,63,5,8,5,67,65,6,9,6,48,71,6,6,2,59,73,5,12,4,48,,,,,
01/01/2010,18,53,9,11,5,72,61,5,12,5,65,57,5,13,6,48,62,6,7,2,59,59,5,10,4,48,,,,,
01/01/2010,19,25,10,14,6,70,31,5,23,6,64,34,5,17,6,48,43,6,9,3,59,43,5,8,4,48,,,,,
01/01/2010,20,20,10,20,6,68,20,3,19,7,62,9,6,18,7,48,19,6,16,3,58,33,5,13,5,48,,,,,
01/01/2010,21,18,9,15,6,67,15,3,20,8,88,2,7,20,8,48,10,6,18,4,59,7,5,20,5,46,,,,,
01/01/2010,22,13,11,18,6,63,10,7,20,8,85,5,8,18,8,48,5,6,19,4,59,6,6,17,6,46,,,,,
01/01/2010,23,11,15,18,7,63,7,8,19,9,83,1,8,19,8,48,6,6,19,5,58,5,6,17,7,46,,,,,
01/01/2010,24,11,17,18,7,59,10,10,18,10,80,1,8,16,9,48,1,6,18,5,57,5,6,16,8,45,,,,,
02/01/2010,1,7,18,15,7,57,5,12,17,10,71,1,8,16,9,47,1,5,17,6,54,7,7,15,8,44,,,,,
02/01/2010,2,3,22,16,7,51,4,16,15,10,62,2,8,15,9,44,1,6,16,6,48,5,7,14,9,43,,,,,
02/01/2010,3,3,25,16,7,44,2,20,14,9,53,3,9,14,8,40,3,6,16,6,39,7,7,12,9,41,,,,,
02/01/2010,4,4,28,15,7,36,2,22,14,8,47,1,11,14,8,36,4,6,15,6,35,9,8,12,9,38,,,,,
02/01/2010,5,3,31,14,8,30,2,22,13,8,41,1,12,14,7,33,2,6,15,6,32,6,9,13,8,35,,,,,
02/01/2010,6,2,33,14,8,28,2,22,13,7,39,1,13,14,7,33,1,6,14,5,30,4,9,13,7,34,,,,,
02/01/2010,7,2,35,15,8,27,2,22,12,7,37,1,13,14,7,31,1,7,14,5,28,4,9,12,6,33,,,,,
02/01/2010,8,3,38,15,10,28,2,23,13,8,38,1,14,16,8,29,2,8,13,5,27,2,9,14,6,32,,,,,
02/01/2010,9,5,39,16,12,28,4,24,16,8,39,3,14,17,9,29,5,8,14,5,28,4,10,13,7,32,,,,,
02/01/2010,10,9,40,21,12,29,12,25,20,9,42,6,14,22,10,31,8,8,16,5,28,10,10,18,8,33,,,,,
02/01/2010,11,13,41,29,14,31,20,25,24,10,43,10,15,30,12,32,13,8,19,6,30,18,11,24,9,35,,,,,
02/01/2010,12,18,42,37,15,33,26,25,24,11,47,13,15,38,14,33,19,8,20,7,32,25,11,28,11,37,,,,,
02/01/2010,13,37,42,32,17,36,43,26,28,12,49,35,15,40,16,36,36,9,17,8,33,39,11,24,12,38,,,,,
02/01/2010,14,57,42,17,17,38,55,26,15,12,52,47,15,23,16,38,46,9,9,8,34,50,11,17,13,38,,,,,
02/01/2010,15,58,42,12,16,38,60,26,10,12,53,50,15,18,17,39,53,9,8,8,33,58,11,12,12,38,,,,,
02/01/2010,16,61,42,17,15,39,59,26,9,11,53,53,15,19,17,38,53,9,7,7,33,61,11,8,12,38,,,,,
02/01/2010,17,58,42,18,13,40,60,26,14,11,53,43,15,18,18,39,37,9,7,7,34,47,11,13,11,38,,,,,
02/01/2010,18,45,43,22,13,40,37,27,12,10,55,18,15,19,18,39,24,9,11,6,34,31,11,10,9,38,,,,,
02/01/2010,19,29,45,16,12,42,35,28,16,10,56,11,15,19,17,38,14,9,14,6,33,26,11,14,9,38,,,,,
02/01/2010,20,21,45,15,11,43,32,28,18,10,58,17,15,20,15,38,19,8,16,5,33,13,11,19,9,38,,,,,
02/01/2010,21,19,44,11,9,43,25,28,15,9,58,5,13,21,14,38,13,8,20,5,33,14,11,20,9,40,,,,,
02/01/2010,22,28,42,15,9,43,26,24,12,9,57,10,13,20,13,38,15,7,13,5,33,18,10,18,9,39,,,,,
02/01/2010,23,27,40,14,8,43,19,22,13,10,55,15,12,13,12,37,18,7,13,6,32,19,9,15,10,38,,,,,
02/01/2010,24,21,39,14,8,43,22,20,12,10,53,15,12,11,10,36,17,7,12,6,31,15,9,14,11,38,,,,,
03/01/2010,1,19,14,13,7,44,17,18,11,10,53,14,12,12,9,34,13,7,12,6,30,17,8,14,12,37,,,,,
03/01/2010,2,15,12,14,6,32,15,13,9,9,52,9,11,13,9,33,15,7,13,6,29,14,8,12,12,37,,,,,
03/01/2010,3,15,11,14,6,31,10,9,10,8,51,13,10,11,8,33,15,7,14,5,29,13,8,11,11,37,,,,,
03/01/2010,4,17,9,13,6,30,5,9,13,8,49,11,8,11,7,33,7,8,13,5,29,11,7,10,10,36,,,,,
03/01/2010,5,13,9,15,6,29,14,8,8,8,48,6,7,13,7,32,11,8,12,4,28,15,6,9,9,36,,,,,
03/01/2010,6,9,9,15,6,29,22,8,10,7,48,5,6,14,7,32,9,7,12,4,28,18,6,10,7,37,,,,,
03/01/2010,7,6,9,15,6,28,14,7,14,7,48,2,6,15,7,32,4,6,14,4,28,15,6,15,6,36,,,,,
03/01/2010,8,7,10,16,6,28,8,7,13,7,48,1,6,16,8,32,2,6,15,4,28,4,6,14,6,36,,,,,
03/01/2010,9,9,9,14,7,28,9,6,13,7,47,4,6,16,9,32,6,6,14,5,28,7,5,14,7,36,,,,,
03/01/2010,10,15,9,13,9,27,15,6,15,8,46,7,6,17,10,31,11,6,15,5,28,11,5,16,8,35,,,,,
03/01/2010,11,18,9,12,9,26,18,5,19,9,44,9,6,19,11,30,14,5,18,6,27,12,5,21,9,34,,,,,
03/01/2010,12,28,9,13,9,26,25,5,16,10,42,18,7,23,12,29,23,6,20,7,26,19,5,24,11,33,,,,,
03/01/2010,13,29,9,14,9,24,36,5,10,10,40,32,6,21,13,28,31,6,16,7,25,33,5,24,13,32,,,,,
03/01/2010,14,23,9,15,9,23,41,5,13,10,38,33,7,22,13,27,35,6,16,8,24,40,5,22,14,31,,,,,
03/01/2010,15,18,9,9,9,24,23,5,11,10,38,15,7,17,14,26,18,6,16,5,25,41,5,21,14,32,,,,,
03/01/2010,16,12,9,11,9,25,19,5,10,9,39,8,7,16,13,28,9,6,13,5,26,18,5,17,15,34,,,,,
03/01/2010,17,11,9,12,8,24,18,5,11,9,38,9,7,13,13,28,13,6,10,5,25,9,5,14,16,35,,,,,
03/01/2010,18,12,9,15,8,24,19,5,11,9,38,9,7,15,12,28,5,6,16,5,26,9,6,13,15,37,,,,,
03/01/2010,19,9,9,16,9,22,16,5,14,9,36,3,7,16,12,28,3,6,17,6,24,8,6,14,15,36,,,,,
03/01/2010,20,9,10,14,9,20,11,5,15,10,32,4,7,16,11,28,4,7,15,6,28,7,5,14,15,36,,,,,
03/01/2010,21,8,10,14,9,19,16,5,12,10,30,5,7,15,11,27,3,7,17,6,25,8,5,14,15,31,,,,,
03/01/2010,22,6,11,14,9,20,15,5,13,10,29,11,7,11,10,25,11,7,14,5,24,5,5,15,15,28,,,,,
03/01/2010,23,6,11,16,9,20,15,5,13,11,30,5,7,14,10,24,10,7,12,5,24,8,5,15,15,28,,,,,
03/01/2010,24,9,10,13,10,19,12,5,13,11,29,1,7,16,9,23,11,7,11,5,23,5,5,14,14,28,,,,,
04/01/2010,1,10,9,11,9,20,9,5,10,10,29,5,6,16,9,23,9,7,13,4,23,5,5,15,14,28,,,,,
04/01/2010,2,16,9,12,9,23,12,5,8,10,29,10,6,11,8,23,8,6,14,4,23,10,5,15,13,28,,,,,
04/01/2010,3,15,9,7,9,23,9,4,9,10,29,4,6,12,8,23,13,5,12,3,22,15,5,12,12,26,,,,,
04/01/2010,4,16,9,10,8,22,14,4,10,9,29,6,6,11,7,24,18,5,8,3,22,10,5,10,10,28,,,,,
04/01/2010,5,13,8,11,8,22,8,4,12,8,29,8,6,12,7,24,17,5,6,2,21,10,5,12,8,28,,,,,
04/01/2010,6,10,9,11,8,21,5,4,13,7,30,6,6,13,7,24,17,5,6,2,20,8,5,13,7,27,,,,,
04/01/2010,7,5,8,12,8,21,4,4,17,9,30,3,6,13,7,23,11,5,10,2,19,5,5,15,8,26,,,,,
04/01/2010,8,4,8,13,8,21,3,4,19,10,32,2,6,14,8,23,5,5,14,2,18,4,5,12,9,26,,,,,
04/01/2010,9,6,8,13,9,22,6,4,16,11,33,4,6,15,9,23,5,5,14,2,18,4,5,13,10,26,,,,,
04/01/2010,10,11,8,14,10,22,14,4,12,12,33,6,6,16,10,23,9,5,15,2,18,6,5,18,12,26,,,,,
04/01/2010,11,17,7,14,10,22,23,4,11,12,33,7,5,18,12,23,14,5,11,3,18,15,5,17,13,26,,,,,
04/01/2010,12,26,6,10,10,21,29,4,6,14,32,15,5,16,13,23,21,5,10,3,18,16,5,19,15,26,,,,,
04/01/2010,13,34,5,9,10,20,34,4,5,15,32,24,5,15,13,23,27,5,12,4,18,26,5,21,17,26,,,,,
04/01/2010,14,36,5,9,10,18,39,2,12,14,33,32,5,17,14,23,35,4,18,4,18,35,5,20,18,25,,,,,
04/01/2010,15,39,5,10,9,18,43,2,10,11,33,39,5,18,14,23,44,4,15,4,18,45,5,17,17,25,,,,,
04/01/2010,16,41,5,11,9,18,44,2,12,11,34,43,5,17,13,22,47,4,16,4,18,52,5,22,17,23,,,,,
04/01/2010,17,35,5,12,8,18,45,2,16,10,37,44,5,20,12,22,45,4,18,4,17,53,5,22,15,23,,,,,
04/01/2010,18,30,5,15,7,18,40,2,22,11,38,34,5,20,12,22,41,4,20,5,18,47,5,29,15,22,,,,,
04/01/2010,19,15,5,17,7,19,21,2,17,12,42,12,5,17,11,22,14,4,25,8,18,38,4,23,15,23,,,,,
04/01/2010,20,11,4,13,7,20,16,2,13,12,45,5,5,15,10,23,5,3,18,8,19,10,4,16,15,25,,,,,
04/01/2010,21,15,4,15,8,21,21,2,13,11,48,3,5,15,11,23,6,3,16,8,19,5,4,14,14,23,,,,,
04/01/2010,22,15,4,14,8,21,20,2,13,11,49,4,5,15,11,23,10,3,14,8,19,5,4,15,14,24,,,,,
04/01/2010,23,19,3,12,8,21,28,2,11,11,50,4,5,14,10,23,11,3,12,7,19,5,4,15,14,23,,,,,
04/01/2010,24,19,3,10,8,21,24,1,10,10,52,9,5,14,10,23,15,3,10,7,19,5,4,14,13,23,,,,,
05/01/2010,1,20,3,9,8,20,23,1,9,10,53,8,4,14,10,23,16,3,8,6,20,10,4,14,12,23,,,,,
05/01/2010,2,24,3,8,8,20,22,1,7,9,51,15,4,13,9,23,16,3,7,5,20,14,4,12,11,23,,,,,
05/01/2010,3,25,3,5,7,20,20,1,11,8,52,16,4,12,8,23,18,3,7,4,20,16,4,10,11,23,,,,,
05/01/2010,4,24,3,5,7,20,19,1,12,8,52,13,4,12,8,23,22,3,5,3,20,17,4,11,11,23,,,,,
05/01/2010,5,22,3,7,7,19,12,1,13,7,53,15,4,12,7,22,24,3,4,2,19,17,4,9,11,21,,,,,
05/01/2010,6,22,3,15,7,19,4,1,15,7,53,10,4,15,7,21,20,3,6,2,20,15,4,13,11,21,,,,,
05/01/2010,7,15,3,14,7,19,2,1,15,7,53,4,4,16,7,21,10,2,12,2,20,7,4,15,12,21,,,,,
05/01/2010,8,6,2,15,8,19,2,1,16,8,53,2,4,17,8,22,5,2,15,2,20,7,4,16,14,21,,,,,
05/01/2010,9,9,2,15,9,19,5,1,18,10,53,4,4,17,9,22,5,2,16,3,19,5,4,17,15,21,,,,,
05/01/2010,10,9,2,15,10,18,10,1,22,12,54,3,4,20,11,21,6,2,16,4,19,10,4,18,16,20,,,,,
05/01/2010,11,15,2,15,11,18,19,1,14,13,58,6,4,22,13,21,9,2,16,5,18,5,4,22,16,20,,,,,
05/01/2010,12,18,2,19,12,18,25,2,28,14,60,9,4,28,14,21,12,2,21,7,18,19,4,29,17,20,,,,,
05/01/2010,13,25,2,26,13,19,34,2,20,15,62,12,4,38,16,23,17,2,27,9,18,28,4,35,17,20,,,,,
05/01/2010,14,40,2,30,14,21,48,2,14,15,61,28,4,39,17,24,35,2,28,10,18,50,4,40,18,21,,,,,
05/01/2010,15,53,2,34,15,23,55,2,16,14,61,40,4,38,18,25,48,2,38,11,18,57,5,46,19,23,,,,,
05/01/2010,16,62,2,30,15,26,66,2,11,12,61,51,4,29,17,26,57,2,39,12,18,63,5,44,21,24,,,,,
05/01/2010,17,56,2,34,14,28,70,2,18,11,60,42,5,31,17,27,51,2,38,12,20,61,5,30,20,27,,,,,
05/01/2010,18,44,2,38,14,31,59,2,13,9,60,32,5,40,17,27,45,2,36,12,21,49,5,23,20,28,,,,,
05/01/2010,19,24,3,39,14,31,46,2,30,10,58,16,5,51,18,28,33,2,33,11,22,44,5,16,18,28,,,,,
05/01/2010,20,17,5,37,14,34,39,2,18,9,58,23,5,26,17,28,35,2,18,10,22,37,5,19,16,27,,,,,
05/01/2010,21,9,6,26,14,37,37,2,22,9,59,22,5,18,16,29,29,3,17,10,21,26,5,17,14,27,,,,,
05/01/2010,22,7,8,24,13,38,35,3,20,9,60,2,5,24,16,29,6,5,25,10,23,18,5,19,13,28,,,,,
05/01/2010,23,9,10,22,12,38,29,3,22,10,61,1,6,22,16,31,5,6,23,9,24,10,5,21,12,28,,,,,
05/01/2010,24,3,12,21,12,38,6,3,20,11,62,1,7,21,16,33,4,8,21,9,24,5,5,20,11,30,,,,,
06/01/2010,1,3,14,20,12,38,5,3,18,11,63,1,8,20,15,33,2,8,22,8,25,8,5,17,11,30,,,,,
06/01/2010,2,4,16,19,12,39,2,4,18,11,64,1,8,20,15,35,2,9,20,8,26,11,5,15,11,31,,,,,
06/01/2010,3,3,18,19,11,41,2,5,16,11,66,0,8,18,13,36,1,9,19,7,27,9,5,15,12,32,,,,,
06/01/2010,4,3,20,19,10,41,2,6,14,11,67,1,9,17,13,37,1,10,18,7,28,10,5,15,13,33,,,,,
06/01/2010,5,3,22,20,11,43,2,8,14,11,68,1,9,16,12,38,1,10,18,7,28,1,6,14,13,33,,,,,
06/01/2010,6,3,24,19,11,46,2,8,16,11,68,1,10,15,11,39,1,10,17,7,28,1,6,14,13,33,,,,,
06/01/2010,7,3,25,19,13,48,2,9,19,11,69,1,10,17,11,39,1,10,17,8,30,2,6,15,13,33,,,,,
06/01/2010,8,4,27,19,14,49,3,9,17,12,71,1,10,17,12,40,2,11,17,9,31,2,6,15,14,34,,,,,
06/01/2010,9,5,28,20,16,52,4,9,21,14,73,3,11,19,13,40,5,11,21,10,32,3,6,19,15,36,,,,,
06/01/2010,10,8,29,29,16,52,10,10,27,15,73,6,11,25,14,42,8,11,23,11,33,11,7,25,16,38,,,,,
06/01/2010,11,18,30,40,17,53,25,11,30,16,73,14,12,32,15,43,18,11,29,12,35,25,7,29,18,40,,,,,
06/01/2010,12,35,31,37,18,55,39,12,27,17,73,25,12,30,16,44,33,11,32,13,37,39,7,31,19,42,,,,,
06/01/2010,13,50,31,30,18,56,61,12,26,17,73,44,12,20,16,46,53,11,30,14,39,57,7,29,20,43,,,,,
06/01/2010,14,67,31,25,18,56,69,12,24,17,75,59,12,19,16,46,69,12,26,14,40,74,7,22,20,43,,,,,
06/01/2010,15,72,32,25,17,56,71,12,19,16,76,68,12,21,16,46,83,12,23,13,40,78,7,24,20,41,,,,,
06/01/2010,16,55,32,22,15,55,72,12,23,15,76,63,12,29,15,44,80,12,27,12,40,73,7,37,20,39,,,,,
06/01/2010,17,47,32,16,13,55,61,12,24,14,77,44,12,26,14,44,53,12,29,11,39,65,7,40,20,39,,,,,
06/01/2010,18,35,32,19,12,53,47,12,22,13,78,27,12,27,13,44,42,12,25,10,40,46,8,33,21,38,,,,,
06/01/2010,19,23,32,25,10,52,37,13,21,12,78,16,12,23,13,45,27,12,25,9,41,35,8,24,19,39,,,,,
06/01/2010,20,10,32,28,9,52,29,14,18,11,77,10,12,29,13,43,7,12,32,9,43,25,8,28,18,42,,,,,
06/01/2010,21,7,32,24,9,51,19,14,21,11,77,6,12,31,14,43,2,11,33,9,45,19,8,27,17,44,,,,,
06/01/2010,22,9,30,22,9,51,15,14,20,11,77,1,11,30,16,43,1,10,29,10,46,7,8,26,18,44,,,,,
06/01/2010,23,5,29,22,10,50,7,13,20,13,77,1,11,23,16,43,3,8,25,11,45,11,7,25,18,44,,,,,
06/01/2010,24,3,28,22,12,51,11,13,20,14,76,1,11,21,15,43,1,8,22,12,45,3,7,24,20,45,,,,,
07/01/2010,1,3,26,20,12,51,9,12,18,15,76,1,11,20,16,43,1,6,18,12,45,3,7,20,20,46,,,,,
07/01/2010,2,3,25,18,13,51,8,12,18,15,76,1,10,20,16,44,3,6,17,12,44,6,7,17,18,47,,,,,
07/01/2010,3,3,22,17,13,50,5,12,18,15,75,1,9,19,17,44,3,5,18,12,44,6,7,17,18,48,,,,,
07/01/2010,4,4,19,16,12,49,5,12,16,14,75,1,8,18,16,45,1,5,18,11,45,4,7,17,18,48,,,,,
07/01/2010,5,4,16,15,12,48,2,10,16,13,76,1,8,17,15,46,1,5,19,9,45,4,7,17,17,48,,,,,
07/01/2010,6,3,14,14,13,46,2,10,18,12,77,1,8,18,14,46,1,5,18,9,46,3,7,18,17,49,,,,,
07/01/2010,7,5,12,16,14,45,2,9,18,12,78,1,7,17,13,47,1,5,16,8,47,2,7,17,16,51,,,,,
07/01/2010,8,4,11,16,13,46,2,9,20,13,78,2,7,20,14,48,2,5,16,8,48,3,7,22,15,52,,,,,
07/01/2010,9,4,10,22,17,47,5,8,20,15,80,2,7,23,16,49,4,5,19,8,48,5,6,20,17,53,,,,,
07/01/2010,10,7,10,34,20,48,20,8,26,17,81,7,7,30,17,50,9,5,21,9,47,13,6,22,18,53,,,,,
07/01/2010,11,12,10,46,22,48,37,7,30,18,81,25,6,22,17,51,25,5,23,10,48,30,6,19,18,52,,,,,
07/01/2010,12,35,9,46,23,49,46,7,37,19,81,44,6,36,18,51,41,5,15,10,47,45,6,19,17,51,,,,,
07/01/2010,13,52,9,48,25,50,61,7,24,19,82,54,6,34,19,51,55,5,17,10,45,63,6,26,17,50,,,,,
07/01/2010,14,56,9,34,25,53,67,7,21,18,83,50,6,31,20,51,59,5,20,10,44,62,6,28,17,51,,,,,
07/01/2010,15,57,9,32,23,53,70,7,29,17,83,53,6,34,17,53,51,5,21,10,44,55,6,23,17,52,,,,,
07/01/2010,16,59,9,32,21,53,65,7,28,15,86,47,6,34,16,53,56,5,25,10,44,55,6,25,15,53,,,,,
07/01/2010,17,40,9,37,19,55,54,7,34,14,87,37,6,40,13,54,55,5,26,8,44,52,6,25,12,54,,,,,
07/01/2010,18,29,11,30,17,56,50,7,22,13,88,17,6,28,12,55,39,5,26,8,45,45,6,23,12,54,,,,,
07/01/2010,19,20,10,28,15,58,38,7,26,13,91,5,7,27,16,55,14,5,39,9,47,38,6,27,13,55,,,,,
07/01/2010,20,14,9,26,14,58,32,7,23,13,89,3,8,27,16,56,8,5,37,10,48,30,7,29,15,53,,,,,
07/01/2010,21,14,9,23,12,58,18,7,18,12,88,2,8,24,15,57,8,5,26,10,48,5,8,23,16,53,,,,,
07/01/2010,22,16,9,20,11,57,22,6,17,12,87,1,8,23,14,56,10,5,21,9,47,6,8,23,16,53,,,,,
07/01/2010,23,23,9,21,10,57,26,6,21,12,85,1,9,21,14,55,13,5,19,9,45,3,8,21,17,52,,,,,
07/01/2010,24,22,9,17,10,56,25,6,20,12,84,1,9,20,14,54,16,5,14,8,44,12,8,20,17,51,,,,,
08/01/2010,1,22,8,11,10,53,26,6,17,11,83,5,9,18,13,54,17,5,12,8,43,15,8,19,16,49,,,,,
08/01/2010,2,21,8,12,9,50,21,6,10,10,83,6,8,14,12,53,18,5,10,7,43,22,8,17,16,48,,,,,
08/01/2010,3,25,8,14,9,48,15,6,10,9,83,14,8,14,11,53,21,5,7,5,42,14,8,13,13,48,,,,,
08/01/2010,4,27,8,13,8,48,15,6,10,8,82,15,8,16,9,52,18,5,8,3,41,13,8,12,11,48,,,,,
08/01/2010,5,26,8,9,7,46,14,5,10,8,80,12,8,13,8,51,18,5,9,3,40,15,8,14,9,47,,,,,
08/01/2010,6,15,8,13,7,45,10,5,12,7,78,13,8,13,8,50,16,5,10,2,38,9,8,15,9,45,,,,,
08/01/2010,7,8,8,17,7,44,14,5,15,6,75,5,8,16,8,49,6,5,11,2,38,10,8,17,8,43,,,,,
08/01/2010,8,4,8,19,8,43,8,5,16,7,72,1,8,18,8,48,1,5,15,3,37,10,8,15,9,43,,,,,
08/01/2010,9,5,8,20,9,41,9,5,29,8,66,1,8,18,10,45,2,5,16,3,37,7,8,16,11,40,,,,,
08/01/2010,10,4,8,20,11,38,14,5,16,9,63,4,8,18,11,43,6,5,14,4,35,10,8,13,12,38,,,,,
08/01/2010,11,7,7,22,14,36,21,5,13,10,58,6,8,16,12,41,15,5,9,5,33,20,8,10,12,35,,,,,
08/01/2010,12,6,7,23,16,33,25,5,14,11,54,12,8,11,12,38,22,5,5,5,33,24,8,9,13,33,,,,,
08/01/2010,13,11,7,17,17,31,23,4,14,12,50,13,8,13,13,37,22,4,6,5,33,25,7,11,14,33,,,,,
08/01/2010,14,7,7,20,19,29,19,4,15,12,47,9,8,15,14,35,17,4,9,6,31,23,7,13,14,33,,,,,
08/01/2010,15,5,6,22,19,29,19,4,20,12,43,4,8,18,15,33,17,4,16,7,28,24,7,11,14,32,,,,,
08/01/2010,16,11,6,21,19,30,19,4,20,12,41,3,8,20,15,30,17,4,18,7,27,21,7,13,13,31,,,,,
08/01/2010,17,9,5,19,17,30,18,4,18,12,39,2,8,18,14,28,3,4,20,7,26,17,7,16,14,29,,,,,
08/01/2010,18,3,4,16,17,29,7,4,16,12,35,1,8,17,14,26,1,4,16,7,24,11,7,16,17,33,,,,,
08/01/2010,19,2,4,16,17,25,4,3,19,14,32,1,7,16,14,25,1,4,17,8,20,5,7,16,21,31,,,,,
08/01/2010,20,2,4,15,17,21,3,3,16,14,31,1,6,16,16,23,1,3,17,9,14,2,5,15,25,24,,,,,
08/01/2010,21,2,3,17,17,19,2,2,15,15,29,1,6,16,18,22,1,3,18,11,13,1,5,15,28,22,,,,,
08/01/2010,22,2,3,16,18,19,2,2,16,16,29,1,6,16,20,21,1,3,17,13,13,1,5,15,30,22,,,,,
08/01/2010,23,2,2,16,18,19,5,2,14,16,30,1,6,16,20,21,1,2,18,15,14,1,5,14,32,23,,,,,
08/01/2010,24,3,2,13,18,20,3,2,13,16,29,1,6,13,20,20,1,2,16,16,15,2,4,13,32,23,,,,,
09/01/2010,1,3,2,12,18,19,5,2,11,15,28,1,6,11,19,20,0,2,14,15,16,2,4,11,30,23,,,,,
09/01/2010,2,2,2,12,17,20,3,2,11,14,28,1,6,11,18,20,0,2,13,13,17,5,4,10,26,23,,,,,
09/01/2010,3,2,2,12,16,20,4,2,10,12,29,1,6,11,15,19,1,2,13,12,18,5,4,10,22,23,,,,,
09/01/2010,4,1,2,13,14,21,4,2,10,11,28,1,6,11,12,18,1,2,12,10,17,16,4,10,18,23,,,,,
09/01/2010,5,1,2,13,13,21,4,2,12,10,28,1,6,11,10,18,1,2,12,9,17,15,4,10,14,23,,,,,
09/01/2010,6,2,2,12,11,21,5,2,12,9,28,1,6,11,8,18,1,2,12,7,17,15,4,11,10,23,,,,,
09/01/2010,7,2,2,12,10,23,13,2,12,8,28,1,6,12,8,18,1,2,12,6,18,18,4,11,9,23,,,,,
09/01/2010,8,2,3,12,10,23,8,2,16,9,28,2,6,12,9,18,1,2,12,4,18,4,5,17,9,23,,,,,
09/01/2010,9,3,3,12,11,24,4,2,15,11,28,2,6,12,10,18,1,2,14,4,19,5,5,11,12,24,,,,,
09/01/2010,10,4,3,12,11,24,5,2,12,12,29,1,6,12,12,18,1,2,12,5,19,7,5,12,14,25,,,,,
09/01/2010,11,8,3,12,11,24,6,2,12,13,29,1,5,12,14,18,2,2,12,5,20,10,5,11,17,27,,,,,
09/01/2010,12,7,3,15,11,25,8,2,12,13,30,2,5,14,16,19,2,2,13,7,21,11,5,13,20,28,,,,,
09/01/2010,13,7,4,17,12,26,12,2,13,14,31,2,5,14,16,20,2,2,16,8,21,8,5,13,23,28,,,,,
09/01/2010,14,6,4,16,12,27,16,2,15,14,31,3,5,15,17,21,4,3,19,10,21,8,5,16,25,27,,,,,
09/01/2010,15,6,5,17,12,26,18,2,14,13,32,4,5,17,16,20,3,3,17,10,21,11,5,15,27,27,,,,,
09/01/2010,16,5,5,18,12,25,22,2,14,12,29,7,5,14,15,20,5,3,17,11,21,18,5,16,28,26,,,,,
09/01/2010,17,4,6,18,12,26,18,2,16,12,28,5,5,18,16,20,5,3,18,10,21,11,5,15,25,26,,,,,
09/01/2010,18,3,7,20,13,27,15,2,16,12,28,1,5,19,16,20,2,3,19,11,20,8,5,16,23,23,,,,,
09/01/2010,19,3,7,20,14,28,15,2,14,12,27,1,5,20,17,19,1,3,19,11,20,2,5,16,22,22,,,,,
09/01/2010,20,5,7,16,14,27,13,2,14,12,27,1,5,17,18,20,1,3,20,12,20,4,5,15,21,22,,,,,
09/01/2010,21,3,7,15,13,27,13,2,15,12,27,1,5,16,17,21,1,3,17,12,20,4,5,15,21,23,,,,,
