Fecha,Hora,Noroeste Ozono,Noroeste dióxido de azufre,Noroeste dióxido de nitrógeno,Noroeste monóxido de carbono,Noroeste PM10,Noreste Ozono,Noreste dióxido de azufre,Noreste dióxido de nitrógeno,Noreste monóxido de carbono,Noreste PM10,Centro Ozono,Centro dióxido de azufre,Centro dióxido de nitrógeno,Centro monóxido de carbono,Centro PM10,Suroeste Ozono,Suroeste dióxido de azufre,Suroeste dióxido de nitrógeno,Suroeste monóxido de carbono,Suroeste PM10,Sureste Ozono,Sureste dióxido de azufre,Sureste dióxido de nitrógeno,Sureste monóxido de carbono,Sureste PM10,,,,,
08/02/2010,4,34,3,11,11,41,27,4,7,5,61,29,2,5,6,23,42,3,15,8,20,31,4,2,8,25,,,,,
08/02/2010,5,34,3,11,11,39,26,4,10,4,58,28,2,13,6,23,43,3,11,8,20,33,4,2,8,25,,,,,
08/02/2010,6,15,3,14,10,38,28,4,9,4,56,14,2,16,6,22,44,3,11,7,21,27,4,19,8,26,,,,,
08/02/2010,7,9,3,20,11,35,28,4,13,4,53,5,2,20,7,21,35,3,17,6,20,30,4,18,9,24,,,,,
08/02/2010,8,12,4,20,11,33,25,4,13,4,48,5,2,24,11,22,30,3,19,8,20,24,4,25,9,23,,,,,
08/02/2010,9,14,3,22,13,31,29,4,10,5,42,12,2,22,13,23,37,3,19,7,19,25,4,17,8,23,,,,,
08/02/2010,10,18,3,23,14,26,35,4,8,5,38,21,2,17,13,22,44,3,14,7,18,30,4,14,9,22,,,,,
08/02/2010,11,29,2,20,15,24,38,4,7,6,38,25,2,13,14,20,51,3,10,7,18,33,4,12,11,21,,,,,
08/02/2010,12,38,2,15,16,23,43,4,8,6,42,37,2,10,14,18,48,3,10,7,17,41,4,12,12,21,,,,,
08/02/2010,13,42,2,13,16,23,42,4,7,6,45,39,2,12,15,19,50,3,12,8,16,45,4,12,12,22,,,,,
08/02/2010,14,40,2,12,17,24,41,4,9,7,50,42,2,12,16,22,52,3,12,8,17,46,4,20,14,24,,,,,
08/02/2010,15,43,3,11,16,27,42,4,7,7,51,45,2,13,15,25,44,3,13,7,18,51,4,6,15,25,,,,,
08/02/2010,16,40,3,10,15,28,45,4,7,7,54,42,2,19,11,28,49,3,8,6,18,54,4,16,15,25,,,,,
08/02/2010,17,42,3,10,13,28,45,4,10,6,57,39,2,23,10,29,47,3,9,4,19,50,4,19,15,25,,,,,
08/02/2010,18,34,3,13,11,28,41,4,10,6,63,31,2,20,10,33,45,3,9,3,20,45,4,16,16,26,,,,,
08/02/2010,19,20,3,21,10,29,35,4,13,7,67,15,2,23,10,34,39,3,13,3,21,44,4,20,17,28,,,,,
08/02/2010,20,23,3,25,10,32,35,5,16,7,69,7,2,25,11,35,32,3,22,4,22,40,4,18,18,28,,,,,
08/02/2010,21,24,3,23,10,33,31,5,18,8,71,5,2,24,12,36,11,3,17,4,23,34,4,19,19,29,,,,,
08/02/2010,22,15,3,23,10,34,30,5,17,8,73,5,2,22,13,37,18,3,19,4,23,28,4,17,19,30,,,,,
08/02/2010,23,5,4,24,10,35,30,5,20,9,74,5,2,21,13,38,30,3,20,5,23,10,4,17,18,31,,,,,
08/02/2010,24,4,4,24,12,35,25,5,20,10,73,1,2,21,14,38,15,3,19,7,24,9,4,19,17,32,,,,,
09/02/2010,1,4,4,24,13,36,22,5,20,10,74,1,2,20,14,38,11,3,16,7,25,12,4,13,16,32,,,,,
09/02/2010,2,3,4,22,14,37,16,5,17,11,78,2,2,19,14,38,18,3,16,8,25,11,4,12,14,33,,,,,
09/02/2010,3,5,4,21,14,38,17,5,15,11,80,1,2,17,13,39,14,3,16,9,26,7,4,13,13,33,,,,,
09/02/2010,4,3,4,20,14,39,6,5,16,11,81,2,2,16,12,38,13,3,14,9,25,8,4,12,11,32,,,,,
09/02/2010,5,4,4,20,15,40,7,5,15,11,82,1,2,17,11,39,12,3,13,9,25,10,4,14,9,31,,,,,
09/02/2010,6,3,4,19,15,41,2,5,20,11,84,2,2,15,11,40,5,3,13,9,25,10,4,13,9,31,,,,,
09/02/2010,7,4,4,20,16,43,2,5,23,12,89,1,2,18,11,41,5,3,15,9,25,6,4,15,11,32,,,,,
09/02/2010,8,5,3,20,20,44,2,5,25,17,95,1,2,20,13,41,5,3,21,9,26,2,4,16,15,33,,,,,
09/02/2010,9,6,3,21,22,47,5,5,29,22,101,4,2,22,14,41,8,3,26,14,28,4,4,23,19,33,,,,,
09/02/2010,10,17,4,27,22,49,16,5,40,24,105,11,3,29,15,42,15,3,33,16,30,17,5,33,22,35,,,,,
09/02/2010,11,37,4,35,22,52,35,5,42,26,107,25,3,40,17,43,27,3,42,19,32,38,5,38,25,36,,,,,
09/02/2010,12,58,4,39,22,54,55,5,34,27,106,41,3,46,19,44,53,4,43,21,33,62,5,48,28,37,,,,,
09/02/2010,13,61,4,34,23,58,73,5,17,27,107,71,3,45,20,45,85,4,39,23,36,86,5,41,30,39,,,,,
09/02/2010,14,95,4,39,23,60,81,5,16,25,105,94,3,23,20,45,118,4,28,23,38,104,5,38,31,42,,,,,
09/02/2010,15,124,4,37,23,61,82,5,12,22,103,109,3,21,19,43,138,4,25,22,38,93,5,31,31,43,,,,,
09/02/2010,16,134,4,34,19,62,78,5,18,17,102,92,3,18,18,43,135,4,19,17,40,80,5,22,28,43,,,,,
09/02/2010,17,121,4,26,17,63,49,5,13,12,101,68,3,21,16,41,102,4,12,13,39,68,5,17,25,42,,,,,
09/02/2010,18,63,4,30,17,63,45,5,13,9,101,43,3,26,15,39,85,4,11,10,39,54,5,17,22,43,,,,,
09/02/2010,19,24,4,36,19,63,40,5,22,9,101,30,3,26,14,39,57,4,20,10,40,50,5,18,21,43,,,,,
09/02/2010,20,5,4,30,19,65,35,5,14,9,101,16,3,25,13,40,50,4,25,9,40,42,5,17,19,43,,,,,
09/02/2010,21,7,4,21,19,66,33,5,16,9,102,10,3,25,12,39,43,4,27,7,40,28,5,19,17,42,,,,,
09/02/2010,22,9,5,19,18,66,28,5,16,9,101,3,3,22,12,40,32,4,20,7,41,16,5,20,17,42,,,,,
09/02/2010,23,8,6,20,16,67,28,5,20,8,101,1,3,20,12,41,30,5,20,6,43,5,5,20,17,43,,,,,
09/02/2010,24,2,7,20,15,67,28,5,20,8,102,1,4,20,12,42,20,5,21,7,43,2,5,20,16,43,,,,,
10/02/2010,1,3,8,20,15,65,27,7,20,8,103,1,4,20,12,43,14,5,20,8,43,9,5,20,17,44,,,,,
10/02/2010,2,3,8,18,14,64,28,9,17,9,102,1,5,20,12,44,6,5,17,8,43,23,5,19,17,44,,,,,
10/02/2010,3,3,8,18,12,63,25,10,16,9,102,1,5,20,12,46,14,5,17,7,44,28,5,19,18,45,,,,,
10/02/2010,4,3,8,17,11,63,26,10,13,9,103,1,5,18,12,48,31,5,13,6,43,24,5,6,16,47,,,,,
10/02/2010,5,3,8,18,11,63,24,10,12,8,103,11,5,17,11,48,30,5,11,5,43,28,5,9,15,47,,,,,
10/02/2010,6,3,8,16,11,63,22,12,20,10,102,7,5,17,11,48,17,5,14,5,43,16,5,12,14,46,,,,,
10/02/2010,7,2,10,15,12,63,17,12,20,12,102,1,5,19,11,48,2,5,17,5,43,12,5,16,14,46,,,,,
10/02/2010,8,4,10,17,17,64,14,12,19,13,101,2,5,21,14,47,8,5,18,6,44,6,5,18,15,47,,,,,
10/02/2010,9,5,11,22,20,65,21,12,19,14,99,3,5,27,17,48,15,5,16,7,45,12,5,16,15,47,,,,,
10/02/2010,10,14,12,34,23,67,26,13,19,15,96,15,5,20,17,49,25,5,18,8,43,22,5,14,16,46,,,,,
10/02/2010,11,25,12,33,24,68,33,13,16,15,93,25,5,13,16,48,32,5,21,8,41,35,5,5,15,44,,,,,
10/02/2010,12,41,12,15,25,67,37,13,12,15,91,34,5,11,16,48,39,5,13,8,38,37,5,4,15,42,,,,,
10/02/2010,13,50,12,10,25,65,39,13,7,15,88,43,5,14,16,48,50,5,10,8,36,41,5,5,15,39,,,,,
10/02/2010,14,44,12,10,24,65,43,13,7,13,88,54,5,12,15,47,57,5,7,8,34,50,5,5,15,37,,,,,
10/02/2010,15,45,12,7,22,63,45,13,9,11,90,59,5,9,15,45,44,5,4,7,32,58,5,6,13,35,,,,,
10/02/2010,16,52,12,6,17,60,49,13,13,9,90,41,5,8,12,43,45,5,4,6,30,52,5,5,10,34,,,,,
10/02/2010,17,55,12,7,13,58,45,13,14,8,87,43,5,8,9,43,41,5,5,5,29,41,5,5,8,33,,,,,
10/02/2010,18,44,12,10,10,57,34,13,17,8,83,37,5,11,9,42,36,5,6,4,28,35,5,7,6,32,,,,,
10/02/2010,19,29,12,12,10,54,32,13,20,7,79,23,5,15,10,41,21,5,9,3,27,39,5,12,6,30,,,,,
10/02/2010,20,19,12,14,10,53,34,13,20,7,78,6,5,18,11,40,19,5,15,3,26,20,5,20,7,30,,,,,
10/02/2010,21,18,12,14,10,51,30,13,15,7,78,5,5,17,12,40,13,5,15,3,26,13,5,21,8,29,,,,,
10/02/2010,22,15,12,17,10,49,26,13,18,7,78,3,5,20,12,39,10,5,17,3,25,22,5,21,9,29,,,,,
10/02/2010,23,8,12,18,10,48,25,12,20,8,78,2,5,25,13,38,10,4,19,4,25,16,5,24,9,29,,,,,
10/02/2010,24,6,11,23,10,46,20,12,20,8,78,3,5,22,13,38,8,4,17,5,25,9,5,20,10,29,,,,,
11/02/2010,1,11,11,25,11,45,19,10,18,9,76,9,5,19,13,37,18,4,18,5,25,16,5,16,11,28,,,,,
11/02/2010,2,7,9,25,11,45,24,8,22,9,74,2,4,18,13,36,23,4,18,6,25,16,5,17,12,27,,,,,
11/02/2010,3,8,8,15,11,43,23,7,18,9,73,1,4,19,12,34,21,4,15,7,25,15,5,20,13,27,,,,,
11/02/2010,4,9,8,18,11,43,22,7,19,9,71,5,3,16,12,33,25,3,10,6,26,20,5,9,13,28,,,,,
11/02/2010,5,10,6,23,11,43,19,6,20,9,72,8,3,14,11,32,30,3,10,5,27,21,5,7,12,28,,,,,
11/02/2010,6,21,6,20,11,41,16,5,27,12,73,4,3,14,11,31,22,3,12,4,27,18,5,12,11,28,,,,,
11/02/2010,7,10,5,19,14,39,13,5,23,14,77,1,3,14,12,31,9,3,12,4,26,19,5,14,10,27,,,,,
11/02/2010,8,6,5,19,18,36,11,5,22,17,78,2,2,13,13,31,5,3,13,5,24,19,5,16,10,27,,,,,
11/02/2010,9,8,4,17,19,33,18,5,18,18,78,8,2,12,14,28,11,3,15,6,23,16,5,10,10,25,,,,,
11/02/2010,10,14,4,19,19,28,24,5,10,18,76,16,2,10,13,26,24,3,15,7,22,23,5,5,9,25,,,,,
11/02/2010,11,23,4,16,18,26,26,5,8,17,73,21,2,10,13,25,25,3,11,7,23,25,5,5,8,25,,,,,
11/02/2010,12,29,4,9,18,25,27,5,6,17,74,23,2,9,13,25,26,3,7,8,24,27,5,3,8,27,,,,,
11/02/2010,13,27,4,5,18,26,32,5,6,18,76,29,2,10,14,25,31,2,5,8,25,34,5,5,8,32,,,,,
11/02/2010,14,29,4,7,17,25,35,5,6,16,77,30,2,10,12,25,33,2,5,7,27,35,5,5,8,32,,,,,
11/02/2010,15,28,4,8,15,26,32,5,10,12,76,30,2,7,10,26,28,2,4,7,28,33,5,4,8,33,,,,,
11/02/2010,16,24,4,7,12,27,33,5,10,7,76,25,2,7,8,26,24,3,4,5,28,33,5,5,7,35,,,,,
11/02/2010,17,20,4,7,10,28,30,5,10,5,78,17,2,10,6,27,19,3,4,3,28,29,5,5,7,36,,,,,
11/02/2010,18,16,4,7,9,28,26,5,11,6,80,12,2,10,6,27,16,3,5,2,28,21,5,7,7,37,,,,,
11/02/2010,19,12,4,8,10,28,19,5,12,6,81,6,2,10,5,27,13,3,6,2,28,18,5,9,7,36,,,,,
11/02/2010,20,12,4,9,10,27,10,5,10,6,80,6,2,9,5,27,18,2,5,2,28,15,5,10,8,36,,,,,
11/02/2010,21,12,4,8,11,27,7,4,9,7,78,5,2,10,5,26,14,2,7,2,27,14,5,10,9,36,,,,,
11/02/2010,22,10,5,9,10,26,5,4,9,7,78,1,2,10,11,26,9,2,7,2,28,3,5,11,11,35,,,,,
11/02/2010,23,11,4,8,10,27,9,4,10,7,76,5,2,8,10,25,9,2,8,2,25,3,5,10,12,35,,,,,
11/02/2010,24,12,4,9,10,26,12,4,9,7,75,5,2,8,10,23,13,2,8,2,23,4,5,10,13,34,,,,,
12/02/2010,1,10,4,9,9,25,9,4,10,7,74,7,2,7,9,23,15,2,4,2,23,5,5,7,13,33,,,,,
12/02/2010,2,6,4,10,8,25,8,4,8,6,74,6,1,7,8,22,15,2,3,2,23,7,5,8,12,34,,,,,
12/02/2010,3,14,3,7,6,25,8,4,8,6,74,9,1,5,7,21,15,2,3,2,21,9,5,7,12,34,,,,,
12/02/2010,4,12,3,7,6,25,7,4,6,6,75,9,1,6,6,20,15,2,2,2,21,8,5,6,11,33,,,,,
12/02/2010,5,8,3,11,6,25,8,4,8,6,73,5,1,8,6,20,12,2,4,1,20,7,5,8,10,33,,,,,
12/02/2010,6,10,3,11,6,23,3,4,9,6,70,3,1,8,6,20,8,2,6,1,20,2,5,11,9,33,,,,,
12/02/2010,7,4,2,12,7,23,1,5,10,6,63,1,1,10,6,20,5,2,8,1,20,2,5,10,9,33,,,,,
12/02/2010,8,4,2,15,11,21,2,6,13,7,56,1,1,10,7,19,2,2,10,2,19,2,5,10,12,33,,,,,
12/02/2010,9,5,2,14,13,21,4,7,16,8,54,2,2,10,7,19,6,3,10,4,20,3,5,10,15,33,,,,,
12/02/2010,10,9,2,22,15,22,14,8,18,10,56,9,2,12,8,19,12,3,13,5,21,9,5,14,18,33,,,,,
12/02/2010,11,23,2,29,17,22,28,8,17,10,58,18,2,16,9,19,25,3,11,6,21,27,5,15,19,33,,,,,
12/02/2010,12,37,3,32,19,30,44,8,21,11,56,43,2,17,10,19,42,3,12,6,19,43,5,16,21,31,,,,,
12/02/2010,13,54,3,25,20,31,57,8,20,12,54,55,2,21,11,18,53,3,13,6,18,60,5,15,22,27,,,,,
12/02/2010,14,70,3,25,21,31,64,8,13,12,52,65,2,15,11,18,71,3,14,7,18,73,5,26,23,24,,,,,
12/02/2010,15,82,3,25,21,31,71,8,18,12,48,72,3,19,11,18,84,3,14,7,15,83,5,8,22,23,,,,,
12/02/2010,16,103,3,23,19,31,79,8,22,11,48,74,3,19,10,18,94,3,15,7,14,85,5,26,21,23,,,,,
12/02/2010,17,95,3,27,18,31,82,8,26,10,48,86,3,23,10,18,105,3,16,7,14,90,5,28,19,23,,,,,
12/02/2010,18,75,4,23,18,31,81,8,36,10,46,74,3,24,10,18,89,3,17,7,14,90,5,36,18,23,,,,,
12/02/2010,19,27,5,28,17,30,39,8,30,10,47,37,3,31,10,19,59,4,30,7,14,55,5,30,19,25,,,,,
12/02/2010,20,13,5,30,16,30,32,8,24,11,48,13,3,32,11,21,54,4,31,8,17,35,5,25,19,28,,,,,
12/02/2010,21,14,7,25,16,33,25,8,24,11,54,5,3,27,12,23,42,5,34,9,19,15,5,30,21,29,,,,,
12/02/2010,22,13,8,24,15,34,14,8,23,12,58,1,3,23,13,25,28,5,26,9,22,6,5,27,23,31,,,,,
12/02/2010,23,19,8,24,14,36,9,8,22,14,61,1,4,23,13,27,21,6,25,9,23,6,5,29,23,32,,,,,
12/02/2010,24,11,9,24,13,38,4,8,21,14,63,1,4,22,14,28,15,7,21,9,24,2,5,23,23,34,,,,,
13/02/2010,1,5,10,21,12,40,4,8,20,15,67,1,5,21,14,29,20,7,20,9,25,5,5,20,23,35,,,,,
13/02/2010,2,5,11,21,11,42,4,8,18,15,68,1,5,21,14,30,23,7,18,9,26,3,5,19,22,38,,,,,
13/02/2010,3,5,12,18,11,43,1,8,17,15,70,0,5,18,13,31,20,8,18,9,27,2,5,17,21,39,,,,,
13/02/2010,4,4,12,18,12,45,1,10,16,14,72,1,6,16,12,33,15,8,18,9,27,4,6,15,21,40,,,,,
13/02/2010,5,4,12,18,12,47,1,12,16,13,74,1,6,15,12,35,20,8,17,8,27,3,6,15,20,41,,,,,
13/02/2010,6,4,12,17,13,48,1,13,15,13,75,1,6,15,11,37,13,8,17,7,28,3,6,14,19,42,,,,,
13/02/2010,7,4,12,18,14,49,2,15,17,12,76,1,8,15,11,38,6,8,16,7,28,5,7,15,20,43,,,,,
13/02/2010,8,5,12,20,16,50,2,15,18,13,78,1,9,17,11,39,7,8,18,9,28,2,8,20,21,44,,,,,
13/02/2010,9,5,12,28,18,53,4,17,24,14,78,3,10,25,13,41,21,8,17,9,28,7,8,32,21,45,,,,,
13/02/2010,10,14,13,38,20,56,15,19,23,14,78,14,9,29,14,42,25,8,22,10,30,23,8,22,22,46,,,,,
13/02/2010,11,35,13,24,21,58,31,20,22,14,79,34,9,19,14,44,36,8,14,7,31,35,8,13,21,46,,,,,
13/02/2010,12,53,13,21,22,58,41,19,14,13,80,47,9,14,14,43,49,8,7,7,31,45,8,12,21,46,,,,,
13/02/2010,13,60,13,18,22,58,47,19,13,13,80,56,9,12,14,43,60,8,7,7,30,50,8,10,20,47,,,,,
13/02/2010,14,65,14,17,21,56,55,19,13,13,81,55,9,13,13,43,58,8,5,6,29,61,8,12,19,48,,,,,
13/02/2010,15,61,13,11,20,54,63,19,12,13,82,51,8,13,13,41,50,8,4,6,28,55,8,10,16,47,,,,,
13/02/2010,16,55,13,8,16,54,64,19,10,12,83,52,8,17,12,42,53,8,4,5,28,55,8,11,14,46,,,,,
13/02/2010,17,43,13,6,12,53,48,19,9,12,85,48,8,16,11,42,43,8,4,4,29,45,8,7,12,45,,,,,
13/02/2010,18,36,13,8,9,53,44,19,12,11,83,36,8,17,11,42,39,7,4,3,28,41,8,6,10,44,,,,,
13/02/2010,19,30,12,16,8,52,41,19,,11,81,17,8,16,11,41,39,7,6,2,28,40,8,7,9,43,,,,,
13/02/2010,20,24,10,17,8,51,35,20,17,6,80,22,8,16,11,40,33,7,9,2,27,35,8,10,8,42,,,,,
13/02/2010,21,21,8,19,8,48,30,21,19,6,76,15,8,16,12,38,29,6,12,2,26,22,7,16,7,40,,,,,
13/02/2010,22,17,8,20,8,48,25,22,10,6,72,6,8,17,11,37,30,5,16,3,24,28,7,14,8,38,,,,,
13/02/2010,23,23,8,20,10,47,17,22,18,6,69,6,8,17,12,36,28,5,18,3,23,10,7,16,9,37,,,,,
13/02/2010,24,22,8,20,11,44,20,22,18,7,68,8,8,18,11,34,29,4,17,4,23,4,7,18,10,35,,,,,
14/02/2010,1,21,7,17,13,43,24,21,15,,65,3,8,17,11,33,30,4,16,5,22,3,7,17,11,34,,,,,
14/02/2010,2,22,6,16,13,41,22,20,17,,63,1,8,17,11,33,31,4,15,6,22,4,7,16,12,32,,,,,
14/02/2010,3,9,5,18,14,38,23,19,17,8,63,1,8,16,11,33,30,4,12,6,22,9,7,13,12,31,,,,,
14/02/2010,4,7,5,17,15,38,20,18,15,13,62,1,7,16,11,32,31,4,11,7,21,6,7,13,13,30,,,,,
14/02/2010,5,3,5,20,15,36,24,16,14,13,62,3,6,14,11,32,28,3,13,7,21,13,7,11,13,29,,,,,
14/02/2010,6,3,5,18,15,36,22,14,15,13,62,2,5,15,11,31,28,3,8,8,21,15,6,9,12,28,,,,,
14/02/2010,7,4,4,19,15,36,15,12,18,13,62,1,4,15,11,29,26,3,11,7,21,9,6,12,10,28,,,,,
14/02/2010,8,5,4,18,15,36,4,11,15,14,62,1,3,15,12,28,22,3,11,7,21,8,5,12,9,27,,,,,
14/02/2010,9,11,3,18,15,33,15,8,19,16,62,5,2,15,12,27,23,3,13,7,20,11,5,12,9,25,,,,,
14/02/2010,10,20,3,20,15,29,27,5,20,16,60,16,2,15,12,25,28,3,12,7,18,25,4,12,9,24,,,,,
14/02/2010,11,35,2,16,14,26,37,4,22,16,58,30,2,20,12,23,35,3,10,7,18,42,4,12,10,23,,,,,
14/02/2010,12,43,2,9,14,25,45,4,14,16,53,43,2,15,12,23,45,3,7,6,18,47,4,9,10,23,,,,,
14/02/2010,13,34,2,4,13,24,56,4,7,15,53,30,2,10,12,23,39,3,3,5,17,41,4,6,10,22,,,,,
14/02/2010,14,38,2,4,12,24,56,4,4,14,50,30,2,10,12,23,49,3,4,5,16,48,4,8,10,21,,,,,
14/02/2010,15,35,2,3,11,23,45,4,5,13,49,31,2,9,12,23,43,3,4,4,17,55,4,6,10,21,,,,,
14/02/2010,16,33,2,4,10,24,45,4,5,11,48,27,2,8,11,22,32,3,5,4,17,42,4,3,10,20,,,,,
14/02/2010,17,32,2,6,8,24,43,4,6,9,44,25,2,8,10,22,33,3,4,3,17,48,4,5,9,20,,,,,
14/02/2010,18,31,2,7,7,24,47,4,10,8,43,22,2,9,10,21,29,3,4,2,16,38,4,6,8,20,,,,,
14/02/2010,19,30,2,8,6,24,35,4,11,8,42,19,2,9,9,20,25,3,10,2,16,35,4,8,7,19,,,,,
14/02/2010,20,25,2,10,6,24,23,4,12,8,42,11,2,12,9,20,18,3,12,2,16,31,4,10,7,18,,,,,
14/02/2010,21,16,2,13,6,23,19,3,15,7,42,7,2,13,9,20,19,3,10,2,16,27,4,12,7,19,,,,,
14/02/2010,22,13,2,16,7,23,17,3,17,6,41,6,2,14,9,19,15,3,14,3,16,25,4,15,8,18,,,,,
14/02/2010,23,18,2,19,7,22,11,3,17,7,41,7,2,14,9,19,14,3,14,3,16,15,4,17,10,19,,,,,
14/02/2010,24,16,2,17,7,21,11,3,17,8,43,6,2,16,9,19,24,3,14,4,16,5,4,15,11,20,,,,,
15/02/2010,1,13,2,14,8,21,16,3,16,9,42,2,2,17,9,19,24,3,13,5,16,8,4,14,11,21,,,,,
15/02/2010,2,11,2,19,8,21,18,3,16,10,43,1,2,16,10,18,19,3,14,5,15,13,4,14,12,21,,,,,
15/02/2010,3,14,2,18,8,22,16,3,17,10,43,1,2,15,10,18,24,3,13,4,15,7,4,14,12,21,,,,,
15/02/2010,4,20,2,18,8,22,17,3,16,11,43,0,1,15,10,18,24,3,12,4,14,10,4,11,13,20,,,,,
15/02/2010,5,19,2,16,8,22,19,3,16,11,43,0,1,15,10,18,20,3,10,4,13,16,4,12,12,20,,,,,
15/02/2010,6,8,2,20,9,21,13,3,22,13,43,0,2,15,11,18,16,3,11,4,13,9,4,12,11,20,,,,,
15/02/2010,7,4,2,18,10,22,12,3,30,15,46,0,2,16,12,18,15,3,12,4,13,2,4,16,11,20,,,,,
15/02/2010,8,5,2,18,14,23,6,3,22,17,46,1,2,17,14,18,11,3,13,5,13,3,4,17,12,21,,,,,
15/02/2010,9,7,4,25,17,23,8,4,17,18,52,3,2,28,16,19,17,3,16,7,14,6,4,27,14,23,,,,,
15/02/2010,10,17,5,18,18,24,18,4,18,18,53,12,2,23,16,20,16,3,19,8,15,18,4,24,16,25,,,,,
15/02/2010,11,24,5,11,18,25,29,5,13,18,56,18,2,21,17,21,23,4,29,10,16,30,5,22,17,27,,,,,
15/02/2010,12,34,5,13,18,27,35,5,13,18,58,26,2,20,17,22,35,5,21,11,18,39,5,26,19,28,,,,,
15/02/2010,13,51,5,12,18,28,44,5,13,17,61,42,3,16,17,23,49,5,21,12,21,54,5,27,20,28,,,,,
15/02/2010,14,53,6,15,18,28,51,6,12,15,64,55,3,16,16,25,55,5,18,12,23,64,5,28,22,29,,,,,
15/02/2010,15,54,6,12,17,28,52,6,19,13,65,56,3,20,15,26,54,5,21,12,24,63,5,27,23,30,,,,,
15/02/2010,16,43,6,11,13,29,47,6,30,10,64,55,4,20,14,27,54,5,13,10,25,54,5,23,21,31,,,,,
15/02/2010,17,36,6,10,10,31,34,6,16,9,67,31,4,17,11,27,38,5,6,8,25,42,5,11,19,33,,,,,
15/02/2010,18,34,8,13,9,33,35,7,19,9,73,27,4,16,11,27,32,5,5,6,24,40,5,10,16,33,,,,,
15/02/2010,19,15,10,18,9,34,21,7,18,9,79,15,5,22,11,28,25,5,8,5,24,36,5,9,14,34,,,,,
15/02/2010,20,10,10,18,9,36,15,7,13,9,84,7,5,18,11,30,14,7,15,6,24,22,6,17,14,35,,,,,
15/02/2010,21,10,10,14,9,38,12,7,14,9,86,7,5,16,11,34,10,7,19,7,25,12,6,20,14,36,,,,,
15/02/2010,22,7,11,14,9,39,12,7,16,9,87,5,5,17,11,35,10,7,17,7,26,4,6,16,14,37,,,,,
15/02/2010,23,13,11,16,8,40,11,7,17,9,88,4,5,15,11,36,14,7,16,7,28,2,6,16,14,36,,,,,
15/02/2010,24,9,11,16,8,41,14,7,16,9,88,4,5,17,11,37,8,7,15,7,28,2,5,15,14,35,,,,,
16/02/2010,1,2,11,16,9,42,12,7,16,9,86,5,5,14,10,38,2,8,16,8,29,3,5,14,15,34,,,,,
16/02/2010,2,2,11,17,9,43,6,7,13,8,85,5,5,15,9,38,1,8,15,8,29,3,5,13,16,34,,,,,
16/02/2010,3,2,12,16,9,44,5,7,13,8,83,7,5,15,9,37,1,8,15,9,30,2,5,12,16,34,,,,,
16/02/2010,4,2,12,15,9,44,7,7,14,8,83,5,5,13,8,36,2,8,15,9,31,4,5,13,15,35,,,,,
16/02/2010,5,2,12,15,8,47,4,7,14,8,83,5,5,13,8,36,1,8,14,8,32,2,5,12,14,35,,,,,
16/02/2010,6,2,13,14,9,47,1,7,14,8,83,5,5,15,8,36,1,8,14,8,33,2,5,13,13,36,,,,,
16/02/2010,7,3,13,16,9,46,1,7,14,8,79,5,5,14,9,38,1,8,14,8,33,2,5,12,15,37,,,,,
16/02/2010,8,3,13,15,10,47,2,6,15,10,77,5,5,17,10,38,2,8,14,10,33,2,5,17,17,38,,,,,
16/02/2010,9,5,13,17,11,46,4,6,19,11,73,6,5,20,12,38,5,8,17,11,33,5,5,17,21,38,,,,,
16/02/2010,10,10,12,21,13,45,12,6,22,13,73,11,5,26,13,38,12,8,26,13,33,10,6,24,24,38,,,,,
16/02/2010,11,16,11,32,15,46,23,5,19,13,73,21,5,27,14,39,21,8,32,15,34,24,5,29,26,39,,,,,
16/02/2010,12,29,11,38,16,47,33,5,15,13,73,35,5,20,14,39,35,8,27,16,33,37,5,25,27,39,,,,,
16/02/2010,13,47,11,21,17,48,46,5,12,13,73,53,5,17,14,38,53,8,16,16,33,50,5,16,28,39,,,,,
16/02/2010,14,61,11,20,18,48,53,5,13,13,70,60,5,17,14,38,66,7,12,16,33,64,5,13,27,38,,,,,
16/02/2010,15,57,11,23,14,49,52,5,19,12,70,53,4,18,14,37,65,7,14,15,33,65,5,16,25,37,,,,,
16/02/2010,16,37,11,22,13,50,43,5,20,11,69,34,4,12,14,37,37,8,9,14,32,48,5,9,21,36,,,,,
16/02/2010,17,31,10,10,12,48,35,5,15,10,67,25,4,13,12,37,27,8,6,12,31,35,5,9,17,36,,,,,
16/02/2010,18,26,9,13,11,50,29,5,17,9,62,20,4,12,11,37,23,8,5,10,31,32,5,8,13,35,,,,,
16/02/2010,19,19,8,13,10,44,31,4,15,8,58,13,3,13,11,36,18,7,10,8,31,35,5,10,11,34,,,,,
16/02/2010,20,17,8,12,10,40,27,4,16,9,53,12,3,14,11,34,15,6,10,7,31,31,5,12,9,35,,,,,
16/02/2010,21,13,8,16,10,40,21,4,17,9,53,10,3,15,12,30,14,6,12,6,29,25,5,9,8,33,,,,,
16/02/2010,22,10,8,14,11,33,20,4,15,9,53,5,3,15,12,28,15,5,11,6,28,21,5,11,7,32,,,,,
16/02/2010,23,5,8,18,11,33,17,4,16,9,53,4,3,15,12,28,11,5,12,6,27,16,5,12,7,30,,,,,
16/02/2010,24,6,8,13,11,33,19,4,16,9,51,4,3,16,11,28,12,5,10,6,26,21,5,14,9,29,,,,,
