Fecha,Hora,Noroeste Ozono,Noroeste dióxido de azufre,Noroeste dióxido de nitrógeno,Noroeste monóxido de carbono,Noroeste PM10,Noreste Ozono,Noreste dióxido de azufre,Noreste dióxido de nitrógeno,Noreste monóxido de carbono,Noreste PM10,Centro Ozono,Centro dióxido de azufre,Centro dióxido de nitrógeno,Centro monóxido de carbono,Centro PM10,Suroeste Ozono,Suroeste dióxido de azufre,Suroeste dióxido de nitrógeno,Suroeste monóxido de carbono,Suroeste PM10,Sureste Ozono,Sureste dióxido de azufre,Sureste dióxido de nitrógeno,Sureste monóxido de carbono,Sureste PM10
01/01/2001,1,12,18,13,30,40,5,38,13,46,59,5,25,15,41,30,5,11,12,17,30,11,15,11,19,39
01/01/2001,2,12,17,15,34,42,6,37,14,53,65,6,25,15,45,34,6,11,10,18,33,20,15,10,20,45
01/01/2001,3,12,17,14,40,49,6,38,14,60,73,6,25,14,48,39,6,10,10,20,38,27,15,8,20,51
01/01/2001,4,12,17,13,45,56,8,38,14,66,77,7,25,12,49,46,7,10,10,25,46,26,15,9,23,55
01/01/2001,5,12,17,13,46,62,7,38,13,70,83,10,25,13,48,51,7,10,10,29,51,26,14,9,27,59
01/01/2001,6,12,17,12,47,67,7,38,13,73,89,8,25,13,45,53,7,10,10,31,54,24,14,9,29,62
01/01/2001,7,10,21,13,44,69,6,38,12,72,95,6,25,11,45,55,6,10,10,33,57,31,14,8,30,67
01/01/2001,8,11,31,10,39,71,6,39,11,67,115,6,25,13,44,57,6,10,9,36,59,33,14,8,32,72
01/01/2001,9,10,35,11,36,71,6,39,16,66,115,6,25,17,39,59,7,10,14,40,61,30,14,12,34,75
01/01/2001,10,18,46,13,33,70,12,42,22,64,119,12,25,27,35,61,19,11,19,40,63,27,14,18,35,78
01/01/2001,11,35,54,17,30,70,33,46,23,59,122,34,25,37,34,64,40,12,11,38,65,50,14,16,35,81
01/01/2001,12,65,58,13,27,70,42,46,10,52,119,69,25,23,32,64,67,13,13,35,67,71,15,19,33,85
01/01/2001,13,94,62,11,28,69,46,45,7,43,112,78,26,11,29,63,86,14,11,31,68,79,15,25,31,84
01/01/2001,14,102,64,14,29,69,46,44,6,34,107,92,26,9,27,61,105,14,16,28,71,80,15,22,28,82
01/01/2001,15,96,66,15,30,71,54,45,7,31,107,94,26,10,25,60,112,15,11,25,72,71,15,14,26,80
01/01/2001,16,92,68,15,31,73,59,45,6,28,107,92,26,13,20,58,111,15,10,21,73,70,16,16,23,78
